method,model,model_share,class_name,value,value_type
multinomial,2,,mounding_:healthy,0.10763306892769335,calibration_beta
multinomial,2,,noncoral,0.2228198378082614,calibration_beta
multinomial,2,,oddball:bleached,0.08995632021475075,calibration_beta
multinomial,2,,oddball:healthy,0.10575118309321087,calibration_beta
multinomial,2,,pocillopora_:bleached,0.05114133266264023,calibration_beta
multinomial,2,,pocillopora_:healthy,0.04820690085048997,calibration_beta
multinomial,2,,table_acropora:bleached,0.15277887002197557,calibration_beta
multinomial,2,,table_acropora:healthy,0.09660019214428436,calibration_beta
multinomial,3,,branching_acropora:bleached,0.125524228818533,calibration_beta
multinomial,3,,branching_acropora:healthy,0.20801196525195534,calibration_beta
multinomial,3,,finger_acropora:bleached,0.1482889411799491,calibration_beta
multinomial,3,,finger_acropora:healthy,0.13363302942888208,calibration_beta
multinomial,3,,finger_porites:bleached,0.16006132524009442,calibration_beta
multinomial,3,,finger_porites:healthy,0.10402767129703198,calibration_beta
multinomial,3,,knob_porites:bleached,0.25143656904719747,calibration_beta
multinomial,3,,knob_porites:healthy,0.00581861902341444,calibration_beta
multinomial,3,,mounding_:bleached,0.18568781820559246,calibration_beta
multinomial,3,,mounding_:healthy,0.20496623939924777,calibration_beta
multinomial,3,,noncoral,0.31668819037591117,calibration_beta
multinomial,3,,oddball:bleached,0.06568352475777706,calibration_beta
multinomial,3,,oddball:healthy,0.18831672756667525,calibration_beta
multinomial,3,,pocillopora_:bleached,0.13972408959292468,calibration_beta
multinomial,3,,pocillopora_:healthy,0.12713582714274,calibration_beta
multinomial,3,,table_acropora:bleached,0.14587051099235818,calibration_beta
multinomial,3,,table_acropora:healthy,0.2019271193605482,calibration_beta
multinomial,4,,branching_acropora:bleached,0.2361376359076351,calibration_beta
multinomial,4,,branching_acropora:healthy,0.19524511696810548,calibration_beta
multinomial,4,,finger_acropora:bleached,0.12664898151584825,calibration_beta
multinomial,4,,finger_acropora:healthy,0.1996266549753465,calibration_beta
multinomial,4,,finger_porites:bleached,0.11928012822162815,calibration_beta
multinomial,4,,finger_porites:healthy,0.16871829373823644,calibration_beta
multinomial,4,,knob_porites:bleached,0.03656782261675995,calibration_beta
multinomial,4,,knob_porites:healthy,0.13963682887733295,calibration_beta
multinomial,4,,mounding_:bleached,0.11505770863234459,calibration_beta
multinomial,4,,mounding_:healthy,0.18166168149332906,calibration_beta
multinomial,4,,noncoral,0.2909576894455791,calibration_beta
multinomial,4,,oddball:bleached,0.1850407953038439,calibration_beta
multinomial,4,,oddball:healthy,0.11384371566689912,calibration_beta
multinomial,4,,pocillopora_:bleached,0.1285859160679201,calibration_beta
multinomial,4,,pocillopora_:healthy,0.17471016292968172,calibration_beta
multinomial,4,,table_acropora:bleached,0.14993068524639488,calibration_beta
multinomial,4,,table_acropora:healthy,0.21385137386768982,calibration_beta
multinomial,5,,branching_acropora:bleached,0.17406341705383413,calibration_beta
multinomial,5,,branching_acropora:healthy,0.12462424286143349,calibration_beta
multinomial,5,,finger_acropora:bleached,0.12133646536340546,calibration_beta
multinomial,5,,finger_acropora:healthy,0.11707677704067086,calibration_beta
multinomial,5,,finger_porites:bleached,0.19001984774474562,calibration_beta
multinomial,5,,finger_porites:healthy,0.09880761388997726,calibration_beta
multinomial,5,,knob_porites:bleached,0.1772520500564454,calibration_beta
multinomial,5,,knob_porites:healthy,0.2550376980438661,calibration_beta
multinomial,5,,mounding_:bleached,0.06454718182140912,calibration_beta
multinomial,5,,mounding_:healthy,0.08236002776324565,calibration_beta
multinomial,5,,noncoral,0.3046713846649807,calibration_beta
multinomial,5,,oddball:bleached,0.22741577664356097,calibration_beta
multinomial,5,,oddball:healthy,0.13618523087421217,calibration_beta
multinomial,5,,pocillopora_:bleached,0.18126282148279713,calibration_beta
multinomial,5,,pocillopora_:healthy,0.12524631740731595,calibration_beta
multinomial,5,,table_acropora:bleached,0.2582094914492057,calibration_beta
multinomial,5,,table_acropora:healthy,0.1346663575862079,calibration_beta
nn,1,0.21161529062948148,branching_acropora:bleached,0.25026749775378226,input_sensitivity
nn,1,0.21161529062948148,branching_acropora:healthy,0.2063812824367138,input_sensitivity
nn,1,0.21161529062948148,finger_acropora:bleached,0.20583257199013952,input_sensitivity
nn,1,0.21161529062948148,finger_acropora:healthy,0.17794675668829268,input_sensitivity
nn,1,0.21161529062948148,finger_porites:bleached,0.2137104273661753,input_sensitivity
nn,1,0.21161529062948148,finger_porites:healthy,0.22291819011006914,input_sensitivity
nn,1,0.21161529062948148,knob_porites:bleached,0.1983537497439588,input_sensitivity
nn,1,0.21161529062948148,knob_porites:healthy,0.23119957863431204,input_sensitivity
nn,1,0.21161529062948148,mounding_:bleached,0.19897930068922676,input_sensitivity
nn,1,0.21161529062948148,mounding_:healthy,0.22081583406446298,input_sensitivity
nn,1,0.21161529062948148,noncoral,0.15052027147367358,input_sensitivity
nn,1,0.21161529062948148,oddball:bleached,0.19348867271390674,input_sensitivity
nn,1,0.21161529062948148,oddball:healthy,0.2168994041584753,input_sensitivity
nn,1,0.21161529062948148,pocillopora_:bleached,0.30239113416721874,input_sensitivity
nn,1,0.21161529062948148,pocillopora_:healthy,0.23590829987001,input_sensitivity
nn,1,0.21161529062948148,table_acropora:bleached,0.2567990498927227,input_sensitivity
nn,1,0.21161529062948148,table_acropora:healthy,0.23476118658832534,input_sensitivity
nn,2,0.20321834566043895,branching_acropora:bleached,0.18298894698870272,input_sensitivity
nn,2,0.20321834566043895,branching_acropora:healthy,0.18810481611999358,input_sensitivity
nn,2,0.20321834566043895,finger_acropora:bleached,0.20467782228174708,input_sensitivity
nn,2,0.20321834566043895,finger_acropora:healthy,0.20195913494661272,input_sensitivity
nn,2,0.20321834566043895,finger_porites:bleached,0.17638512362904643,input_sensitivity
nn,2,0.20321834566043895,finger_porites:healthy,0.23009000053357315,input_sensitivity
nn,2,0.20321834566043895,knob_porites:bleached,0.20325251541485254,input_sensitivity
nn,2,0.20321834566043895,knob_porites:healthy,0.22802227286655766,input_sensitivity
nn,2,0.20321834566043895,mounding_:bleached,0.21281143759646137,input_sensitivity
nn,2,0.20321834566043895,mounding_:healthy,0.23359821839607625,input_sensitivity
nn,2,0.20321834566043895,noncoral,0.11894339528956716,input_sensitivity
nn,2,0.20321834566043895,oddball:bleached,0.27169977904818543,input_sensitivity
nn,2,0.20321834566043895,oddball:healthy,0.24143964952218042,input_sensitivity
nn,2,0.20321834566043895,pocillopora_:bleached,0.20061303635955735,input_sensitivity
nn,2,0.20321834566043895,pocillopora_:healthy,0.20587130563739964,input_sensitivity
nn,2,0.20321834566043895,table_acropora:bleached,0.23286615995632548,input_sensitivity
nn,2,0.20321834566043895,table_acropora:healthy,0.23635127840135042,input_sensitivity
nn,3,0.19728941922835116,branching_acropora:bleached,0.1742427392700155,input_sensitivity
nn,3,0.19728941922835116,branching_acropora:healthy,0.2537340728010743,input_sensitivity
nn,3,0.19728941922835116,finger_acropora:bleached,0.2263970755563322,input_sensitivity
nn,3,0.19728941922835116,finger_acropora:healthy,0.1747433856389823,input_sensitivity
nn,3,0.19728941922835116,finger_porites:bleached,0.21109542143578386,input_sensitivity
nn,3,0.19728941922835116,finger_porites:healthy,0.24369219739189138,input_sensitivity
nn,3,0.19728941922835116,knob_porites:bleached,0.16194620393250123,input_sensitivity
nn,3,0.19728941922835116,knob_porites:healthy,0.16314172189202517,input_sensitivity
nn,3,0.19728941922835116,mounding_:bleached,0.19732532899227434,input_sensitivity
nn,3,0.19728941922835116,mounding_:healthy,0.22868350260893233,input_sensitivity
nn,3,0.19728941922835116,noncoral,0.15449411194841065,input_sensitivity
nn,3,0.19728941922835116,oddball:bleached,0.18307047707624902,input_sensitivity
nn,3,0.19728941922835116,oddball:healthy,0.2068813122032071,input_sensitivity
nn,3,0.19728941922835116,pocillopora_:bleached,0.21501183883584363,input_sensitivity
nn,3,0.19728941922835116,pocillopora_:healthy,0.2300401991497396,input_sensitivity
nn,3,0.19728941922835116,table_acropora:bleached,0.23636825726996635,input_sensitivity
nn,3,0.19728941922835116,table_acropora:healthy,0.2046612339767114,input_sensitivity
nn,4,0.19239447788275732,branching_acropora:bleached,0.1496196085727718,input_sensitivity
nn,4,0.19239447788275732,branching_acropora:healthy,0.20781469302173566,input_sensitivity
nn,4,0.19239447788275732,finger_acropora:bleached,0.19278661350166737,input_sensitivity
nn,4,0.19239447788275732,finger_acropora:healthy,0.17998561820133863,input_sensitivity
nn,4,0.19239447788275732,finger_porites:bleached,0.2269481443533995,input_sensitivity
nn,4,0.19239447788275732,finger_porites:healthy,0.1570044695604136,input_sensitivity
nn,4,0.19239447788275732,knob_porites:bleached,0.1544088165327285,input_sensitivity
nn,4,0.19239447788275732,knob_porites:healthy,0.19220269270011497,input_sensitivity
nn,4,0.19239447788275732,mounding_:bleached,0.2559609861749685,input_sensitivity
nn,4,0.19239447788275732,mounding_:healthy,0.17952703931209346,input_sensitivity
nn,4,0.19239447788275732,noncoral,0.12313408254034439,input_sensitivity
nn,4,0.19239447788275732,oddball:bleached,0.2227405918377245,input_sensitivity
nn,4,0.19239447788275732,oddball:healthy,0.2943958468470795,input_sensitivity
nn,4,0.19239447788275732,pocillopora_:bleached,0.19468658153052762,input_sensitivity
nn,4,0.19239447788275732,pocillopora_:healthy,0.2171244083692428,input_sensitivity
nn,4,0.19239447788275732,table_acropora:bleached,0.21058789637544967,input_sensitivity
nn,4,0.19239447788275732,table_acropora:healthy,0.22061786157821872,input_sensitivity
nn,5,0.19548246659897103,branching_acropora:bleached,0.1915387506570687,input_sensitivity
nn,5,0.19548246659897103,branching_acropora:healthy,0.18151850812102216,input_sensitivity
nn,5,0.19548246659897103,finger_acropora:bleached,0.15232264440907056,input_sensitivity
nn,5,0.19548246659897103,finger_acropora:healthy,0.19062165942909043,input_sensitivity
nn,5,0.19548246659897103,finger_porites:bleached,0.2492440523750984,input_sensitivity
nn,5,0.19548246659897103,finger_porites:healthy,0.1774964055121834,input_sensitivity
nn,5,0.19548246659897103,knob_porites:bleached,0.17237845859922496,input_sensitivity
nn,5,0.19548246659897103,knob_porites:healthy,0.2548558064498825,input_sensitivity
nn,5,0.19548246659897103,mounding_:bleached,0.22164727051039934,input_sensitivity
nn,5,0.19548246659897103,mounding_:healthy,0.22590657753793508,input_sensitivity
nn,5,0.19548246659897103,noncoral,0.13259510292531657,input_sensitivity
nn,5,0.19548246659897103,oddball:bleached,0.20939418092470297,input_sensitivity
nn,5,0.19548246659897103,oddball:healthy,0.2388685722684331,input_sensitivity
nn,5,0.19548246659897103,pocillopora_:bleached,0.2183291621913568,input_sensitivity
nn,5,0.19548246659897103,pocillopora_:healthy,0.2507233639822861,input_sensitivity
nn,5,0.19548246659897103,table_acropora:bleached,0.21764773168696536,input_sensitivity
nn,5,0.19548246659897103,table_acropora:healthy,0.14870042327023264,input_sensitivity
