image,taxonomy,tp_px,fp_px,fn_px,iou,dice_f1,precision,recall
GPAB3163_jpg.rf.0e42e962764a40f2e739c5cd3e6b899f.jpg,lcc,1002980,37701,131,0.963651456747232,0.9814893100667779,0.9637727603367411,0.999869406277072
GPAB3188_jpg.rf.652a96859d459386ddd0760e01ffd599.jpg,lcc,303934,40207,96546,0.6896822461293389,0.8163454965680528,0.8831670739609637,0.7589242908509788
GPAB3190_jpg.rf.26f6a121f4430f3d59f86dedf34efe38.jpg,lcc,290902,18528,113088,0.6884961114082714,0.8155140029716016,0.9401221601008306,0.7200722790168074
GPAB3191_jpg.rf.e826bca6abc790f4761354a9d8dccd08.jpg,lcc,190370,24271,79785,0.6465801253965343,0.7853612653569749,0.8869228153055567,0.7046695415594751
GPAB3192_jpg.rf.1439ae1e342b14aff4b7668dcbeaf30e.jpg,lcc,413525,40645,102022,0.7434932541280709,0.8528776952451076,0.9105070788471278,0.8021092160365593
GPAB3193_jpg.rf.26438fdc8ba83c1997cdc08912b8e571.jpg,lcc,468798,27246,81193,0.8121412868544463,0.8963332966870133,0.9450734209062099,0.8523739479373299
GPAB3196_jpg.rf.b987e9397cd4dc6740305db480e7d1a3.jpg,lcc,49885,7021,47002,0.4800881549062632,0.6487291359164591,0.876621094436439,0.5148781570282907
GPAB3197_jpg.rf.61ef5ee307e4fe0e326bb6dfa6132654.jpg,lcc,183174,27569,65038,0.6642009420518454,0.7982220479131941,0.8691818945350498,0.7379739899763106
GPAB3198_jpg.rf.6a4a94373c659a065374d5d3634da775.jpg,lcc,149116,26015,55754,0.6458453342573143,0.7848189873184545,0.8514540543935682,0.7278566896080442
GPAB3199_jpg.rf.12b7ef0103aaee8e8ecbbd351b47aecd.jpg,lcc,170311,14359,172972,0.4762052555348645,0.6451748545798585,0.9222450858287756,0.4961241890801467
GPAB3200_jpg.rf.195175530cb552d58d2e1d0d144f0c0f.jpg,lcc,197721,13789,226795,0.45110368350805946,0.6217387339511278,0.9348068649236443,0.465756296582461
GPAB3201_jpg.rf.64c5d806908d0ba5fcd43bc8fbac2fe3.jpg,lcc,314913,53200,68290,0.7216105297167985,0.8382970680778793,0.8554791599318687,0.8217915830512809
GPAB3202_jpg.rf.26fcceb9e7688f7eb1ddf902d85cb3e8.jpg,lcc,75926,20821,87247,0.41265476048132005,0.5842259156663588,0.7847891924297394,0.46530982454205044
GPAB3203_jpg.rf.f3c3a83f132b77b020cd73afb748d82e.jpg,lcc,67213,53822,112357,0.28798330705422637,0.44718484389813873,0.5553187094642046,0.374299715988194
GPAB3204_jpg.rf.4d64e7738074531250627689a92bb0d3.jpg,lcc,77012,48594,25404,0.5099794715581749,0.6754786818815728,0.6131235768991927,0.751952819871895
GPAB3205_jpg.rf.8246c4bca81e9d44ca242b4c3e16fa1b.jpg,lcc,264103,20186,271359,0.4753063090301774,0.6443493207083615,0.9289947905124715,0.493224542544569
GPAB3206_jpg.rf.4e643a6937100e965b0d605f248af3bf.jpg,lcc,417975,621835,184,0.4019013571232142,0.5733661003766198,0.40197247574076034,0.9995599759899942
GPAB3207_jpg.rf.59b13473fdee7f43b0c8751b7481a7a2.jpg,lcc,955294,82726,266,0.9200682663543571,0.958370368884118,0.9203040403845784,0.9997216292017247
GPAB3208_jpg.rf.88ac674c1a1d170840701939258f0f75.jpg,lcc,30156,7384,717431,0.03994325609857862,0.07681814534463852,0.8033031433137986,0.040337780084458395
GPAB3209_jpg.rf.f6dac21895ad4908531149409119db3c.jpg,lcc,981555,53079,468,0.9482688662566587,0.9734476413192724,0.9486978003815842,0.9995234327505568
GPAB3210_jpg.rf.d299f498373d90b3cc0570fb8429706d.jpg,lcc,107451,7902,487145,0.1783425007219941,0.3027006165231587,0.9314972302410861,0.18071261831562943
GPAB3211_jpg.rf.2bbee665257083af1512a10f8e4cb798.jpg,lcc,24733,970,1783,0.8998399185039656,0.9472797257703135,0.962261214644205,0.932757580328858
GPAB3212_jpg.rf.18fffd5daee83a4157cdafc4403a2b74.jpg,lcc,0,1037671,0,0.0,0.0,0.0,
GPAB3213_jpg.rf.aad7bced0969440a4a59c024517dbe40.jpg,lcc,1498,4825,1497,0.19156010230179027,0.32152822494097444,0.23691285782065474,0.5001669449081803
GPAB3214_jpg.rf.a9331ffc6e7ef157654776be1e3f6aa5.jpg,lcc,0,1349,0,0.0,0.0,0.0,
GPAB3215_jpg.rf.006beb5ee5b8d23dc7a38e00e61556ec.jpg,lcc,15968,16703,652,0.4791885484500195,0.6479073258809924,0.48875149214900065,0.9607701564380264
GPAB3216_jpg.rf.6eae2e3fa8c98eff50cf0d32d1c876b1.jpg,lcc,3481,22382,2423,0.12306441349077282,0.21915824597853117,0.13459382128910025,0.5896002710027101
GPAB3217_jpg.rf.2f1ef4bd35e7cb3d66255acbcc57cad6.jpg,lcc,0,3015,0,0.0,0.0,0.0,
GPAB3218_jpg.rf.d9d14010d4157d4108be2e17946d432c.jpg,lcc,47359,17935,20977,0.5489561961725261,0.7088079024171219,0.7253193248996845,0.693031491453992
GPAB3219_jpg.rf.ff338c196dc32a1235219d6a9764c2bc.jpg,lcc,125632,27439,16181,0.742277786968544,0.8520774270560627,0.820743315193603,0.8858990360545225
GPAB3220_jpg.rf.c40e169919da8e837e5cb08ee3bd4133.jpg,lcc,87264,18130,13747,0.7324430716545941,0.8455609117996172,0.8279788223238514,0.86390591123739
GPAB3221_jpg.rf.8d374c772359fb68a5172ca00d2a6e6e.jpg,lcc,208264,37581,30975,0.7523444837800737,0.8586719001245146,0.8471353901848726,0.8705269625771718
GPAB3222_jpg.rf.ef789681cc6f68d058b4fab3aa2fddd8.jpg,lcc,551658,633,210998,0.7227380454847377,0.8390573916667364,0.9988538650819948,0.7233379138169764
GPAB3223_jpg.rf.665c44ab9c7d66a0223d88910b91bfc1.jpg,lcc,156740,37248,5736,0.7847830005407462,0.8794155931594775,0.807988122976679,0.9646963243802161
